muOfClust.1.,muOfClust.2.,pClust.1.,pClust.2.,tauOfClust.1.,tauOfClust.2.
0.4452678472110994,0.66810902713996,0.5424668212177765,0.4575331787822235,311.12760022750166,269.3215897332626
0.4447455665815873,0.6691878157323403,0.5439428202814925,0.4560571797185075,315.0253036899155,269.2292753652303
0.4470755971264837,0.6692805117692053,0.5389440573133599,0.46105594268664,307.09947774040097,270.7647385754146
0.44600793816458006,0.6703112925812086,0.539545913770431,0.460454086229569,314.20782085839727,282.8283165706874
0.4461220553427453,0.6699152169408239,0.539249452970369,0.46075054702963114,307.0352094661585,258.1640751897818
0.44526914441025367,0.6697051974076457,0.5330862026565139,0.4669137973434862,302.25253995175916,261.15489650661345
0.44537542593632745,0.6682718311154063,0.5446205746737312,0.4553794253262689,309.93233563662045,265.6022447572363
0.4460194722378673,0.6702567569006145,0.5467978245584315,0.45320217544156843,311.3602060357704,266.41207638458474
0.4447143922919415,0.6675414687992743,0.5402362860506834,0.4597637139493167,315.6101667688646,264.9201822123008
0.4456173122999151,0.6694935614552829,0.5344208725045504,0.4655791274954496,311.2175856106727,266.12880618716093
0.44456729644610227,0.6683868437180194,0.536458195805171,0.463541804194829,310.4042328065843,267.9581215701471
0.44451623282096503,0.6685811226118679,0.5437491958975613,0.45625080410243857,329.35280434946543,267.9178578851592
0.445797745634042,0.66781473738821,0.5364115358347343,0.4635884641652657,322.0463965994783,260.75069430911117
0.44526506420859707,0.6680572340658474,0.5381068813783508,0.46189311862164917,313.90610649811595,270.40447677887136
0.4454281658286102,0.668249350300529,0.5338586748624286,0.46614132513757156,316.46917448190993,263.23481965466954
0.44438198517571925,0.6672104153874792,0.5400481964185642,0.45995180358143567,309.7879481071019,258.6890164460674
0.4444642091367062,0.6689682036188396,0.5394125587261885,0.4605874412738114,308.79088039853383,253.77105292587595
0.4463552436307507,0.6680699408089855,0.5410193682906351,0.458980631709365,316.87184877707955,261.35713921549547
0.4447112924447272,0.6693232493221782,0.5275825700054467,0.4724174299945533,312.23065397135696,255.6223485492329
0.44509862678573087,0.6675766299060217,0.5410459730069525,0.4589540269930476,310.3254576671787,245.24187543364243
0.44377043636961816,0.667551012877291,0.5376987474940392,0.4623012525059608,310.466596070105,254.29892348659666
0.4445080347874641,0.6686546801648794,0.5343034994233873,0.46569650057661266,320.9939479321701,248.99739576122366
0.44547372358652465,0.666864781584095,0.5352515501982398,0.4647484498017603,316.1191938595051,257.60474889299866
0.445865948118054,0.6698602825286747,0.5368045247703872,0.4631954752296127,314.4565361506551,268.5076562913208
0.44537643858836856,0.6695621481724855,0.5432543306093032,0.45674566939069683,306.1757082176526,265.374009174066
0.44564583298144334,0.6689629572302431,0.5307462059701864,0.4692537940298135,302.2019470184428,259.82411805202645
0.44446208632528034,0.6683780928139876,0.5438211968079348,0.4561788031920651,310.4291456755752,257.30858969841177
0.4461363954906901,0.6689824035253397,0.5254404446084433,0.4745595553915566,320.10169317924266,263.13526995349974
0.44330053439164285,0.6688518135744649,0.5343100202392465,0.4656899797607536,308.72612546918555,253.3073062632969
0.44614564254161154,0.6672442862160001,0.5294754226969886,0.4705245773030113,310.3117062410864,254.87502351723478
0.44621592877119953,0.6693587365274779,0.5386273129819167,0.46137268701808326,311.49524527418123,256.77092368222213
0.44506654832347836,0.6685682528635613,0.5483669987502178,0.45163300124978223,324.86238877490416,259.30482055146194
0.444443501834997,0.6672048949096909,0.5365257910683302,0.46347420893166985,323.4731282963559,266.28334629357994
0.44467465866607,0.6679351233748878,0.5434021528408169,0.45659784715918317,321.6136834565419,255.35611663264916
0.4456437065641536,0.6677592657218824,0.5386209397396637,0.4613790602603363,325.42781894358626,260.22068097323137
0.443796037832977,0.6686865916556587,0.5340577203152561,0.46594227968474383,318.54896591960966,261.60545409506466
0.4438823731253337,0.6673632586500472,0.5280803823744514,0.47191961762554846,311.6757986667137,259.9350955208639
0.4437579745121115,0.6676903183688075,0.5315682268842216,0.4684317731157785,318.6524569893329,250.71719151454533
0.44439703922391655,0.6682055181056915,0.5270087535267972,0.47299124647320284,318.4047814013321,245.3077129483512
0.44425670637438336,0.6679465245152335,0.5331657188245815,0.4668342811754186,319.43091224304266,248.42267912604748
0.442241422784859,0.6691031991146857,0.5405791451189884,0.45942085488101164,321.252819957993,255.85835108618292
0.4439274806540386,0.6683592396290295,0.5340336954010441,0.4659663045989559,323.2427488352578,250.3889700478195
0.4431357837002651,0.6676855392899251,0.5323508425347823,0.4676491574652178,327.0085930438356,256.350027091657
0.4449359098799754,0.6673614002653951,0.5238503453930586,0.47614965460694125,313.7844248139573,255.30476466541282
0.4454713234792815,0.6702625891061252,0.535421618878116,0.464578381121884,313.9049879580412,260.5213928988325
0.4435335823328012,0.6691225641543802,0.5348739375912328,0.4651260624087671,323.26671172451825,259.3631723653243
0.4446724142609645,0.6664181784023386,0.5393325767197061,0.4606674232802938,319.6433549862982,264.5795472673359
0.4454754825882014,0.669261023246575,0.543013021318585,0.45698697868141513,323.43387048767266,258.8538677863797
0.4451781753637444,0.669632624086614,0.5323606703021315,0.46763932969786837,312.00005979808077,260.42480603573836
0.44592928815021887,0.6701669692590416,0.5404456076805231,0.4595543923194768,306.68186117680216,270.71610382152494
0.44639919765285657,0.6681025447291907,0.5412178028912538,0.4587821971087462,309.1941626306774,257.25144098541045
0.4467215502940753,0.6702058034837566,0.5368079732318126,0.46319202676818727,320.0530852561335,264.5403143860531
0.4452939469997596,0.6689284044729302,0.5402910818181031,0.4597089181818969,304.92129454205366,264.8370433402944
0.446217981916593,0.6659849644541199,0.53685774902689265,0.4631422509731073,314.3553531989106,265.8717972999747
0.4478979629560715,0.6697045494494486,0.5351701517230508,0.4648298482769491,311.38101478142147,263.98171690947623
0.4465828685922888,0.6697693988657046,0.5415698607395645,0.4584301392604356,302.0589126517142,271.64949636193364
0.4470709180824986,0.6710975843946795,0.5346141891124924,0.4653858108875076,309.5074676332285,272.8684525569899
0.4459061268645787,0.6690911342767305,0.5411991952728643,0.45880080472713564,314.67144449202084,276.1048232242669
0.4453317099938862,0.6694343543315137,0.5382880410349938,0.4617119589650062,308.34252814659703,264.82324865104505
0.4459515284004906,0.6689090078496441,0.542814559867916,0.4571854401320839,303.0470927945483,275.58702073792847
0.4464854978078122,0.669775912396273,0.5324083549123181,0.46759164508768186,305.4319118315143,273.12651675000984
0.44535552447476984,0.6690791744025439,0.5360214747687142,0.46397852523128574,305.5429814392313,272.08602888574416
0.4442049788723698,0.6694972710440235,0.5345283906859162,0.46547160931408366,314.7491170642777,267.14021830459507
0.44381166583531223,0.6679657248175088,0.5413990031848049,0.4586009968151951,309.45161510808805,259.6721008215711
0.44529173631630914,0.6684936802803173,0.5367588347028415,0.4632411652971585,328.35267406873976,260.4610908384992
0.44373879864425564,0.6688987898970788,0.5345284431581582,0.46547155684184177,328.5450349973682,263.1694051013013
0.44359404771830707,0.666047650605732,0.5406618853287292,0.4593381146712708,310.4475939102786,261.41115058055937
0.4455383400695271,0.6682501540995637,0.5374556936837436,0.46254430631625626,311.558358648623,252.55972715290756
0.4443206129797129,0.6668181609030582,0.5233036846448198,0.47669631535518014,316.41190582434723,260.1433730996568
0.44349607088948073,0.668077579632462,0.5312784159374855,0.46872158406251463,303.9377029647442,255.68837230035604
0.4453151303049121,0.6678636896331355,0.5397673595949789,0.4602326404050212,308.5801499314391,264.7589746495731
0.44564513037509834,0.6678219601713374,0.5337910568377499,0.4662089431622503,304.3276821570155,255.6545073387528
0.445228966183678,0.6678043581198913,0.5318814970509396,0.46811850294906043,308.051368686976,260.28184268478384
0.44529876175674105,0.6684400620297931,0.5332666790058803,0.46673332099411974,309.11631244867624,258.0526479050199
0.44470220374441877,0.6673570542041931,0.5352868132156523,0.4647131867843478,319.2591981597128,259.39609705199206
0.44356939248995914,0.6687225527024122,0.5245864220728754,0.47541357792712446,315.557754588871,253.84929636666897
0.44409466604272596,0.6689529064408649,0.5388230035219759,0.46117699647802407,316.12728516597105,255.47368180729248
0.44453003048099343,0.6684124558005087,0.5358517331293818,0.4641482668706182,309.677709754083,258.06284875682275
0.444167632020786,0.6691421288058546,0.5387781313626883,0.46122186863731174,319.32380196655674,254.64404361477762
0.44671887823130707,0.6678546131395959,0.5307936431440357,0.46920635685596446,329.1388276707949,258.9664628303389
0.4442200063891287,0.6678925593764926,0.5309429281686762,0.46905707183132367,320.07371611729405,268.9834479054129
0.44367761766122255,0.6680032864421117,0.5325268342171422,0.46747316578285775,322.45265054570496,266.71493778757525
0.4440366759079975,0.6683280155169046,0.5339305407062077,0.46606945929379223,317.22015617422545,258.0265751343964
0.44484203752605206,0.6687374256230012,0.5321700043049434,0.4678299956950566,320.92695738713144,245.5707883314621
0.4448455262345006,0.6682551209343246,0.5298765184268894,0.47012348157311057,317.7648113184481,246.81345027525268
0.44397508633446786,0.6676200255244644,0.5255742697802138,0.4744257302197862,334.19051331968797,253.46403780964084
0.4446837909916506,0.665404467963958,0.5321519251059975,0.46784807489400254,322.7783023666637,245.17334333141045
0.4439649262410352,0.6663274160138197,0.5371122086920285,0.4628877913079714,323.48167456117784,242.94752328093463
0.44327166816800956,0.6653566125798213,0.5378082828757423,0.4621917171242577,318.42335513213175,253.23748276843813
0.4443629241389911,0.6679292681602893,0.529762538654151,0.4702374613458489,321.311735778843,252.9903222152342
0.44495442831074855,0.6672911029260136,0.5360437879406976,0.4639562120593024,315.89621814342127,249.35216837958237
0.4447759458326273,0.6681063680598567,0.542510003120637,0.45748999687936287,317.02788847730915,258.5702560180698
0.4450950774828065,0.6686539114517229,0.5422913885161352,0.4577086114838648,310.22297979269405,257.5320469826181
0.44444631576392013,0.6683591462076968,0.5311080167108477,0.46889198328915227,315.14242483427364,254.4093450401849
0.4457152158260618,0.669337590581822,0.5437596175760272,0.45624038242397286,319.4346332565347,255.0322175916506
0.4444583980326244,0.6680544932756484,0.535602436776038,0.46439756322396186,308.246893998842,267.6173615092129
0.44402052434080186,0.6682236919260316,0.5391279352187489,0.46087206478125103,307.09700300340904,265.12538112390115
0.44355799374358434,0.6675383945802755,0.5392304484815524,0.4607695515184476,310.7904035236382,252.27713275904193
0.44326078281672304,0.6670297035108455,0.539544326849469,0.46045567315053093,316.6649100063221,248.57247746912276
0.4451319904135776,0.6665674380902709,0.527405460147135,0.4725945398528651,322.75836766066584,244.351433090278
0.4445934058062598,0.6664324395318866,0.5347389694339815,0.4652610305660185,324.369328136663,250.37819841043432
0.44308971959560695,0.6683712352356477,0.5315006353160777,0.4684993646839223,318.1106424267597,267.6165067274931
0.4439268307335929,0.6668374270652495,0.5361121960148351,0.463887803985165,336.18219485942694,259.0016904044655
0.4442094274763296,0.6669293402668062,0.5312486246967616,0.4687513753032384,318.6397272542401,259.15019975071124
0.44292896785127145,0.6665296075827308,0.528380074856121,0.47161992514387896,327.84113606352395,247.51010284373652
0.44473783664939553,0.6655373756325126,0.53034087555868,0.4696591244413198,316.94009757137667,251.96786973431108
0.4432425470985747,0.6674851395010855,0.5307268691879755,0.4692731308120246,324.64589308567287,255.01008292101346
0.444528978161362,0.6673356146333889,0.5390556880783423,0.4609443119216577,312.0912006648172,266.2904243741286
0.44397787515733533,0.6684965164771658,0.534450660357971,0.4655493396420292,325.02850436601864,259.01272248429916
0.4441416749126222,0.6662015951764555,0.5357500510347885,0.4642499489652116,329.1515780754411,264.61631375254706
0.44287678420379045,0.666132181301088,0.5278760860240898,0.47212391397591036,323.6003890238702,260.23193775387995
0.4430360216136333,0.6667542401210816,0.5289626331192578,0.4710373668807421,314.8513435461198,250.11293809740081
0.4428700251610932,0.6679761550763823,0.5294869579198577,0.47051304208014216,324.4877079198138,249.10438618314754
0.4447846037920184,0.6665987479881934,0.5257821414508322,0.4742178585491677,323.955188961365,255.51535231574633
0.44309161690499443,0.6666367509184018,0.533626967595941,0.4663730324040591,323.777887936555,257.5439296011697
0.4437633297154839,0.6674639842380355,0.5209734754108913,0.4790265245891087,324.9134641828442,250.99738052433094
0.44381970050370717,0.6674150013218025,0.525069922820616,0.47493007717938396,311.7125775164706,268.8793523162244
0.44373402427775344,0.6669106743308152,0.5254275594542079,0.4745724405457922,319.2054550778354,254.7631941362401
0.4423191378064875,0.6652586678983325,0.5357156219846245,0.4642843780153756,327.35455881196486,248.186133549055
0.44452129709860555,0.6677827075872188,0.5320093277002036,0.46799067229979646,322.86827624479673,255.9676642177338
0.44374246682328716,0.6673395081808663,0.527585078796171,0.4724149212038291,320.479849453109,258.64616533048167
0.4448288974638246,0.66546050768098,0.5351467847130794,0.4648532152869206,320.8028213554716,259.44098165002373
0.4442502727571881,0.6663194399363693,0.5372645295294843,0.4627354704705157,327.5030068284969,254.44974413440985
0.44502167785307495,0.6666587601481148,0.5361840941188468,0.4638159058811531,324.45857129136016,241.11275881501706
0.4434981121904782,0.6663329849620695,0.524310250033771,0.4756897499662291,320.47977207113524,248.48324418930272
0.44349663764114905,0.665064957142347,0.515399570410444,0.4846004295895559,321.73346020580027,245.24665479365876
0.44315699720463286,0.6675940477903917,0.5356016126387151,0.464398387361285,313.32678221696443,238.52718573064513
0.44386341167747695,0.6668052415383305,0.5295109520268746,0.47048904797312535,329.352102927264,253.18135641133782
0.44365565808561586,0.6691151464638143,0.5359792904326591,0.4640207095673408,315.8890118538671,262.4162446906121
0.44439091296610084,0.6688568566488925,0.5398218608537101,0.4601781391462899,307.01207680984953,269.9331829460708
0.44699018821567243,0.6696855907024606,0.5405720165614147,0.4594279834385852,305.22358477069116,267.37149878240433
0.4459548725881267,0.6697766223238084,0.5434391932261663,0.4565608067738336,293.9802353427676,274.6373761770056
0.44488050535281687,0.6691216245538465,0.5447723867560917,0.45522761324390837,299.52368045652827,271.41057674003275
0.4450875399403937,0.6704421276150554,0.5447603829044256,0.45523961709557437,305.28910739410327,281.6780807856662
0.4455523517588135,0.668678149678932,0.5462489179012494,0.4537510820987507,301.39641480393124,273.184246085461
0.4452435121453234,0.6684408330236102,0.5403452733218506,0.45965472667814944,310.4266225691685,269.3431576812981
0.44461328815835066,0.6683550951933003,0.5538729340021341,0.44612706599786595,313.58722476704065,281.8775024415395
0.44542025898593784,0.6665405237617862,0.5353891658322844,0.4646108341677157,305.25418758471625,266.8927295632472
0.4447919580563969,0.6676062391570393,0.5318257623555906,0.46817423764440946,317.1687160657031,262.38613028901807
0.44405872100256155,0.6704037646936858,0.5448169311615364,0.45518306883846366,307.65995391621556,263.7317433839437
0.4459273919674991,0.6710474049129438,0.5452371758875382,0.4547628241124618,313.56561553437757,261.0036329497198
0.44491729455687695,0.6701392713782619,0.5429745078386503,0.45702549216134963,305.93454155579343,275.25673534007507
0.44427968664560247,0.6703607343391736,0.543057260610986,0.456942739389014,308.85365870369327,273.4048978358952
0.44466187580482863,0.6681224329295989,0.5294613873317775,0.47053861266822256,312.2540386613042,267.95079803140015
0.44558616734172296,0.6698292357925352,0.5482556313931861,0.45174436860681394,293.22516069806613,265.9447165532326
0.4451003483990082,0.6681409999505071,0.54165882130598,0.45834117869401997,308.64430296523375,267.83570088776406
0.4455137250759398,0.6704214188313692,0.5406556128323963,0.4593443871676038,314.0047174449343,262.12693490660416
0.445203312613694,0.6666905624701495,0.5487761222761783,0.4512238777238217,313.4384445222667,268.119140298203
0.4448132975079052,0.6671735899642232,0.5353211009853399,0.4646788990146601,308.39540748186096,262.1843487928002
0.44507546555878535,0.6683661246148352,0.5405687616076876,0.4594312383923125,308.0910359723499,256.6446017202199
0.4444809488858927,0.668273648114957,0.5400842657520585,0.45991573424794163,321.4849708470308,261.6404781730193
0.4445752333150753,0.667655902978889,0.5303697423875244,0.4696302576124756,300.41865810125825,252.529046584262
0.44575312831281316,0.6683951106498133,0.5348351962837897,0.4651648037162104,309.8364519101466,259.39243993825
0.44510723607990166,0.6675237010441286,0.5301283316029346,0.4698716683970654,306.6359353412396,269.29857153141137
0.44520355572603476,0.6680689966683758,0.5385057128947004,0.46149428710529955,313.96694195596353,260.9049407346121
0.4456883017782912,0.669013701975558,0.5382017348969695,0.4617982651030305,306.74453767127625,269.29345565023095
0.44459911551981807,0.6689402634077902,0.5363811336562256,0.46361886634377436,305.0538696360963,270.0443706952542
0.44628364290848893,0.6707002981451325,0.5463064169805594,0.4536935830194407,313.64665960985184,272.1368179606711
0.4456598851858448,0.6697470853553921,0.539345483591311,0.46065451640868915,310.1733841955194,268.021466079426
0.4463138193206396,0.6686069206876665,0.5382667865153736,0.4617332134846263,311.67796307205793,266.6862672453854
0.4462635602032215,0.668655405208364,0.5465439453356536,0.4534560546643463,304.68025330104905,277.4940467468171
0.44592266316165474,0.6697852052840888,0.5345921428692774,0.4654078571307226,305.2323479740723,268.11292308856076
0.44526961721615516,0.668417891173317,0.5359544907699526,0.46404550923004734,303.5962412771493,246.37182665740139
0.44500173989227254,0.6661760052365304,0.5371424849899693,0.4628575150100307,306.8462136335625,254.56974315289727
0.445224771215862,0.6674133615394543,0.5273101580790289,0.4726898419209711,311.52581682189884,250.63033467390616
0.44505502530952573,0.6676487611202016,0.5354406273471806,0.46455937265281944,311.83547774346107,253.61074557131184
0.44592081317579757,0.6681157866821535,0.536847953317473,0.4631520466825269,313.18928487952724,262.43220594742667
0.4457036871370754,0.6697465275139722,0.5444260884311509,0.4555739115688491,306.85792353229743,265.04931058501495
0.4460913465464136,0.668825517987234,0.5290414016910671,0.4709585983089331,316.40446556947046,261.9329858048382
0.4462239918471714,0.6675716598191921,0.5350740685226315,0.4649259314773686,321.1451058035048,261.3415812767478
0.4441934246905129,0.6683576239397794,0.5278449602395641,0.47215503976043594,316.33815453545674,254.76170345501933
0.4433370289718716,0.6691741405581596,0.5461748434215062,0.4538251565784936,317.53532769691674,260.40170385461306
0.4435153613823656,0.6694326627798309,0.5296211537296726,0.4703788462703274,327.6983683659644,269.12382441081587
0.44568243883680303,0.6694631084337618,0.5369741452897115,0.46302585471028834,319.0538983938643,267.26869914038474
0.4458507870984685,0.6689532195836135,0.5339446235585292,0.4660553764414709,317.0693438947217,273.97254782795756
0.44467190446614485,0.6702913079616722,0.5421782738979419,0.4578217261020581,311.4730994116574,266.23204430250655
0.4458560368739678,0.6678955847661446,0.5497573816655777,0.45024261833442214,313.7827248698032,263.0323745277559
0.4450132911224401,0.6682103740432256,0.5433350661887936,0.4566649338112064,306.28969041606643,259.61758212531095
0.44536470657585586,0.670389962491234,0.546843955020171,0.45315604497982886,300.67278572547997,261.7339096004435
0.44564942896400367,0.6698731324883559,0.5454911858891034,0.4545088141108966,313.98800659100135,264.8200853922732
0.4465982589834931,0.6686435683110775,0.5408523904483742,0.45914760955162587,304.14776126318685,278.7183856012162
0.44618780760522514,0.6689707110942447,0.5371003401642683,0.4628996598357315,313.1653007806442,274.5962474248094
0.4449292848882385,0.6684965919108857,0.5425433307404476,0.45745666925955236,310.5928863554651,261.49106698845276
0.44352440080878747,0.6680045300235964,0.5374351712296099,0.46256482877038996,316.1642890523204,257.6204475952223
0.44543090893494114,0.6684938581301744,0.5372810250518678,0.4627189749481322,311.0924636075041,252.55314471481168
0.4446122472357003,0.667281538764385,0.5451700392943208,0.4548299607056791,309.09695624397926,253.76045822245382
0.44597143790783156,0.6675495331103133,0.5353457557845182,0.4646542442154818,296.6389505808616,257.771990001302
0.44414767950220907,0.6676892523141577,0.5302740577907419,0.4697259422092582,324.850498056399,263.71522294555575
0.44443677115785196,0.6691586278515328,0.5387255048799634,0.46127449512003665,321.84697534818747,262.8947864645071
0.444042740234422,0.6686925022792267,0.5340805858662475,0.4659194141337526,312.8353251476079,265.7593004852976
0.4456228318165343,0.6667274500472397,0.5405251731659096,0.4594748268340904,307.0443313250754,255.60410501909473
0.44495767092739485,0.6677391589437159,0.5309939517056872,0.4690060482943127,312.8529093281461,260.6621873263426
0.4450225028208852,0.6672205572082289,0.5479371455617558,0.45206285443824423,317.72975264868785,268.134885045982
0.4457405349002011,0.6682258115817311,0.5399631644288511,0.4600368355711489,313.20172779916874,277.3198564867668
0.444024334436105,0.6704370451658099,0.5387731811075481,0.4612268188924518,314.22076426975065,272.12998175838317
0.44559730660113117,0.6693191979771272,0.5481920218057525,0.45180797819424756,304.88092814889706,272.53876965978407
0.4465655957692292,0.669808723621524,0.5398297004245158,0.4601702995754841,303.3309752144591,264.01886295880433
0.44386142465451467,0.6695389908087166,0.53517492879530415,0.46482507120469585,312.80956247056884,260.26133162287
0.4453702471028113,0.6689239773598039,0.5363068711833605,0.4636931288166395,318.90603573639424,264.3327300829063
0.4457374834290978,0.6693457811819671,0.5376189710633211,0.4623810289366788,312.08298910548996,267.489242944426
0.44552972774834704,0.6675115401231683,0.524775025925981,0.475224974074019,314.93031228557106,273.8304852361887
0.4461140543336021,0.6689876326536515,0.5329684096121107,0.4670315903878892,303.6426621821496,265.8155375654825
0.4450429732713927,0.6685687673169235,0.5361902570576372,0.4638097429423628,317.86565030696966,263.55163986045443
0.44445424920049265,0.6692117791038334,0.5381290478980418,0.4618709521019582,316.7895508241258,267.5688771808978
0.4445773858207101,0.6688079672357142,0.5430002505636081,0.4569997494363918,311.5291354379241,268.54876390528426
0.4449919925431794,0.6673390479121346,0.5380016692107626,0.46199833078923735,315.717744590983,266.204095043736
0.4445603117570399,0.6671566761657204,0.5349314888574912,0.46506851114250886,315.93733363449996,256.87831685375687
0.44402613686948206,0.668023182708889,0.528698039615581,0.471301960384419,308.3103334701365,257.8202504765616
0.4451711160832704,0.6666273385289924,0.5334372773603206,0.4665627226396794,323.2216226893711,251.92944901463517
0.44526852444808346,0.6677875862096795,0.5275884435847895,0.4724115564152104,322.2477994579201,250.22456096776892
0.44476618637698107,0.6676809832583155,0.528695271354611,0.47130472864538886,318.8815283879213,250.37434412160925
0.4438656868018506,0.6655986384032475,0.5237818879092103,0.47621811209078974,325.3185209115731,242.68256697216574
0.44425788171979347,0.6667253744221477,0.5308227376369852,0.4691772623630149,318.7440851195074,257.83901626880976
0.44538081081403524,0.6680958588833706,0.5329602916610584,0.46703970833894154,328.46705589783966,258.28960132797636
0.44410521024627725,0.6667155011408002,0.5396189034267769,0.4603810965732232,305.3218551870066,262.4614536775323
0.44376392198427994,0.6681367816051395,0.5383551936015245,0.4616448063984754,315.7280944261062,250.97579891840894
0.44378787025543237,0.6687064052743447,0.5337964494997126,0.4662035505002874,325.8170386025916,257.1214257137645
0.4451782957729633,0.6696377683224998,0.5389288679438515,0.46107113205614847,325.5344838998805,260.32202175842855
0.44483486382682197,0.6673303294360742,0.5440711263368303,0.4559288736631698,315.87517291534147,265.4747867884506
0.4434195551168571,0.6685924083707947,0.5381770589956549,0.46182294100434507,332.44909072172044,260.0616272020795
0.4440756232666816,0.6676291926375086,0.5401416793079383,0.4598583206920617,325.1378830264766,255.55920972261654
0.44496006080556877,0.666201356487255,0.538656125931464,0.461343874068536,323.592072233514,259.4458000214792
0.4439381443286234,0.6689676478274098,0.5260371641768123,0.4739628358231877,320.2386411144559,265.1487689781258
0.44330331839612713,0.6681201685682374,0.5392578546857552,0.46074214531424484,313.39546630521164,260.54793340135495
0.4448107619736801,0.6680853148940498,0.5432797477126993,0.45672025228730084,327.9372691095922,279.47295700661425
0.44528056639035346,0.6694832440841195,0.5368713947053709,0.46312860529462896,302.95124259963734,263.9974765826998
0.44492817926273576,0.6665017617748064,0.5443045190544823,0.4556954809455178,315.937725671652,270.28326342660813
0.4453741175611696,0.6677798289592572,0.5335490494413956,0.4664509505586044,320.73360407717803,287.6435792275606
0.44500821664756124,0.6696830114126627,0.5359227091429559,0.46407729085704413,322.03074903136803,275.6958649713128
0.4445173150830525,0.6688759574202092,0.5384189404840284,0.46158105951597145,315.6790619233497,268.96865886220166
0.44429995458458704,0.670688849267654,0.5374121990523615,0.46258780094763846,309.6871301216114,267.1983231433543
0.4450135817006225,0.6689355675077624,0.5392706874383585,0.4607293125616416,312.82663214493533,267.13570467731273
0.4448298038776071,0.6693578255119181,0.535197292121158,0.464802707878842,312.69243825086534,263.0042029540801
0.44460683002357354,0.6701130420469201,0.5277764009757651,0.4722235990242349,320.92371535252613,255.59122602655268
0.4440014580729011,0.6654509049379188,0.534633436484676,0.46536656351532407,316.5394165950669,248.40348990685013
0.4449858635043669,0.6647524599046098,0.5289621053947083,0.47103789460529166,311.5977659778542,246.02691871878233
0.4446429093437842,0.6688175337740547,0.5260474210727779,0.473952578927222,331.36469369293826,244.2809995987071
0.4432944816426346,0.6674272801803974,0.5340286005222968,0.4659713994777031,319.9955101028693,252.52364317895817
0.4414403370986324,0.6671412288890359,0.5306885433869907,0.46931145661300927,323.55863943727763,245.60159935590127
0.44402240345119703,0.6671279934161435,0.5357853576419513,0.4642146423580486,309.1505076643643,243.95235931301218
