norm,norm_n,beta_n,beta
0.447628132019466,muOfClust[1],alphaOfClust[1],35.877843677331356
0.6587246731225311,muOfClust[2],alphaOfClust[2],59.32390233832362
0.5699314470202433,pClust[1],betaOfClust[1],44.26887559404501
0.43006855297975666,pClust[2],betaOfClust[2],30.75364802662771
330.91878053137935,tauOfClust[1],pClust[1],0.5695450773032488
401.2536820821424,tauOfClust[2],pClust[2],0.43045492269675123
