"","norm","norm_n","beta_n","beta"
"1",0.633839051088433,"muOfClust[1]","alphaOfClust[1]",42.1980622296494
"2",0.446576207702689,"muOfClust[2]","alphaOfClust[2]",49.0119338651627
"3",0.702440262033826,"muOfClust[3]","alphaOfClust[3]",65.0099741721778
"4",0.288892982726053,"pClust[1]","betaOfClust[1]",46.49191699515
"5",0.576947893799349,"pClust[2]","betaOfClust[2]",64.7312229842329
"6",0.134159123474598,"pClust[3]","betaOfClust[3]",33.8433429223421
"7",557.506453393075,"tauOfClust[1]","pClust[1]",0.238342041626366
"8",381.017134589124,"tauOfClust[2]","pClust[2]",0.349274632478951
"9",1807.37194273972,"tauOfClust[3]","pClust[3]",0.412383325894683
