norm,norm_n
0.4450264154382404,muOfClust[1]
0.6687494051284093,muOfClust[2]
0.5374824639567507,pClust[1]
0.46251753604324924,pClust[2]
312.3174401306742,tauOfClust[1]
262.6151521057161,tauOfClust[2]
