         100,   2.33000144E-04
         200,   1.08800083E-03
         300,   2.00197101E-03
         400,   4.45604324E-03
         500,   1.01430416E-02
         600,   1.76091194E-02
         700,   2.90899277E-02
         800,   3.59268188E-02
         900,   5.20133972E-02
        1000,   8.24851990E-02
