         100,   6.54000789E-04
         200,   7.15002418E-04
         300,   2.11402774E-03
         400,   3.98999453E-03
         500,   9.00292397E-03
         600,   1.81002617E-02
         700,   2.56576538E-02
         800,   3.77664566E-02
         900,   4.97112274E-02
        1000,   6.32286072E-02
