         100,  6.99700043E-03
         200,  3.74280028E-02
         300, 0.117004998    
         400, 0.268392026    
         500, 0.564812899    
         600, 0.893025875    
         700,  1.50917578    
         800 , 2.13635063    
         900 , 2.98908329    
        1000,  4.02033615    
