         100,   2.65599973E-03
         200,   2.07590014E-02
         300,   6.95689991E-02
         400,  0.158016026    
         500,  0.346913040    
         600,  0.617345095    
         700,  0.976607084    
         800,   1.66909409    
         900,   3.16117954    
        1000,   8.56727028    
