         100,   2.06000172E-04
         200,   6.61998987E-04
         300,   2.32799351E-03
         400,   4.05097008E-03
         500,   7.56597519E-03
         600,   1.52528286E-02
         700,   2.67500877E-02
         800,   3.56659889E-02
         900,   5.02748489E-02
        1000,   5.75122833E-02
